1,0,@ernestoarriaga cortado camino del buen ayre
1,0,"#Demoras: Cantilo - Gral Paz al Riachuelo, zonas acceso Norte y Liniers - Av. 9 de Julio y Av. Huergo al sur, lentas."
1,0,"En minutos esta previsto o corte de trabajadores terciarizados de Aerolíneas Arg, frente al Aeroparque Metropolitano https://t.co/mXwP1YOX3M"
1,0,RT @solotransito: #Choque #Panamericana 3 autos alt Roca a #CABA carril rápido   vía @lapanaweb https://t.co/fmZnQJJvGp
1,0,"Liberado Ramal Campana km 45 hacia el norte, luego de un incidente vial."
1,0,RT @AlertasTransito: #AlertasTransito muy trabado 2 km antes del ingreso a #Panamericana a #PasoDeHombre  via @nsandoval0389
1,0,ACTUALIZACIÓN: AU Tnte. Gral. Pablo Ricchieri sigue atascada. Añadirá 33m a tu recorrido #traficoBA
1,0,"Cargada Av. 9 de Julio al sur. Demoras en Huergo hacia el sur, desde Belgrano. #Transito APTTA_"
1,0,@jotaleonetti @ernestoarriaga accidente #AuLaPlata 200mts antes de empalme con capital
1,0,RT @batransito: Corte parcial por Obra en Hipolito Yrigoyen entre Luis Saenz Peña y San Jose #transito
1,0,"RT @solotransito: Ahora Liberan piquete en Au  Ricchieri alt AFA,  quedan demoras https://t.co/rARuerWawA"
1,0,ACTUALIZACIÓN: AU Ezeiza - Cañuelas sigue atascada. Añadirá 21m a tu recorrido #traficoBA https://t.co/YlIX6ll70Y https://t.co/9oAFzdbGAv
1,0,ACTUALIZACIÓN: AU 9 / Ramal Escobar sigue atascada. Añadirá 30m a tu recorrido #traficoBA https://t.co/ZHPT9VojtC https://t.co/Ha05j0VviN
1,0,@AleRamosTN a paso de hombre Av Mitre hacia Capital en Avellaneda....
1,0,Corte parcial por obra en Av. Córdoba entre Maipu y Suipacha. Barrio de San Nicolàs. Circular con precaución. #Transito.?
1,0,@ernestoarriaga @AleRamosTN choque en Montevideo y Viamonte moto viene por ciclovía o bicisenda a los pedos y se lleva puesta a camioneta
1,0,"RT @AlertasTransito: #AlertasTransito  Carabobo y Alberdi 20 minutos para hacer 1 sola cuadra, caos de tránsito  via @Cris002010"
1,0,Accidente en Av. Gral. Paz #traficoBA. Tráfico moviéndose 22m más lento de lo normal. https://t.co/D0WhbKXZRy https://t.co/Uk1IjZLtCm
1,0,"Corte parcial en Av. Costanera, altura aeropuerto. @todonoticias"
1,0,RT @solotransito: Au Ricchieri tránsito normalizado alt AFA tras liberarse protesta  Cresta Roja  ?
1,0,"RT @RoMa82005: @AleRamosTN buen dia, paso nivel Estación Florida Belgrano Norte cerrado x arreglos. Saludos a todos?"
1,0,"Autopista Rosario/Bs.As, Km 192 (Ramallo) mano a Capital, calzada reducida por el vuelco de camión. Precaución. Vía @TransitoRos"
1,0,RT @solotransito: la rioja cortada alt  humberto 1 vía @sergio_pampin
1,0,@jotaleonetti Av. Monroe esq. Av. Triunvirato super mega ultra congestion por obra en boca de tormenta. Evitar la zona.
1,0,RT @solotransito: Corte momentaneo por descenso de helicoptero en Av. Gral Paz - Alt. Mataderos- Demoras en ambos sentidos https://t.co/x9D…
1,0,Camion detenido con desperfectos mecanicos(no choque) en Juan B Justo y Cortina mano a Liniers @patotransito #Transito APTTA_
1,0,RT @adrianpavlovic: @AleRamosTN #AuLaPlata km 4 mano Pcia dos carriles cortados por accidente https://t.co/BFykAqRxys
1,0,"Ahora así  corte cresta roja au Ricchieri,  frente afa https://t.co/QQpA14Uh9t vía @chelorada"
